song_id,song_hotness,tempo,duration,loudness
288,0.0,106.219,431.64689,-14.621
289,0.0,172.337,183.37914,-11.428
290,0.0,210.305,324.51873,-11.273
291,0.0,175.393,172.01587,-9.745
292,0.0,128.459,165.66812,-10.917
293,0.0,109.671,377.67791,-21.787
294,0.0,141.024,145.00526,-14.449
295,0.7215726608393865,125.558,153.28608,-7.535
296,0.0,211.327,215.35302,-10.918
297,0.0,147.637,156.70812,-21.25
298,0.0,98.49,168.38485,-12.77
299,0.0,137.673,150.25587,-15.574
300,0.0,68.283,159.76444,-9.79
301,0.0,0.0,230.26893,-32.017
302,0.582918458497712,134.014,465.60608,-5.533
303,0.3522322250053423,85.157,247.77098,-8.901
304,0.2740735781033903,86.162,165.98159,-15.915
305,0.319565986882865,93.106,368.16934,-8.489
306,0.0,49.262,176.27383,-13.366
307,0.6362872244273321,80.149,266.4224,-5.947
308,0.0,82.422,111.0722,-13.826
309,0.0,107.197,313.7824,-11.488
310,0.0,124.177,265.37751,-9.28
311,0.0,196.034,167.20934,-7.928
312,0.0,64.401,240.61342,-14.367
313,0.0,130.861,356.41424,-7.598
314,0.0,90.008,260.28363,-2.939
315,0.0,122.174,256.39138,-8.632
316,0.7613032180894456,95.981,316.49914,-14.544
317,0.0,75.955,252.57751,-7.605
318,0.42512465831305757,210.871,224.60036,-13.256
319,0.0,105.196,214.12526,-7.225
320,0.0,106.689,259.44771,-8.422
321,0.0,112.787,236.25098,-5.12
322,0.0,93.779,43.36281,-23.996
323,0.0,89.865,236.93016,-8.041
324,0.0,133.339,243.82649,-10.957
325,0.0,98.718,241.47546,-14.835
326,0.0,74.072,183.17016,-22.289
327,0.0,130.006,424.12363,-10.683
328,0.0,104.394,111.62077,-18.703
329,0.0,159.587,138.63138,-9.672
330,0.4733465411087876,192.702,270.602,-10.754
331,0.0,98.11,173.19138,-8.372
332,0.40044346624428967,118.595,218.38322,-4.37
333,0.0,143.601,153.33832,-15.599
334,0.0,81.319,230.71302,-6.358
335,0.0,89.345,407.37914,-7.884
336,0.39200877147130697,174.993,337.68444,-5.134
337,0.0,129.122,236.17261,-4.954
338,0.0,86.666,511.16363,-26.358
339,0.0,231.867,338.23302,-15.672
340,0.0,190.698,45.66159,-21.593
341,0.4191258929591558,97.538,207.43791,-11.255
342,0.0,95.225,29.54404,-11.494
343,0.0,139.993,335.51628,-7.427
344,0.2538347361322313,159.233,197.19791,-16.113
345,0.0,124.75,152.92036,-9.843
346,0.6624931608196217,100.415,326.00771,-17.492
347,0.5996603576264808,105.003,305.162,-6.301
348,0.8888135378942498,110.218,279.97995,-6.294
349,0.0,88.973,261.51138,-7.64
350,0.0,134.566,149.86404,-18.341
351,0.42744657148843085,186.882,75.67628,-22.752
352,0.6846130855406626,113.995,290.55955,-4.169
353,0.6406840303493887,90.199,363.85914,-6.977
354,0.3347065490692206,111.032,282.43546,-14.041
355,0.0,124.184,135.31383,-16.994
356,0.0,157.746,221.30893,-12.0
357,0.21508031850922793,100.032,75.57179,-7.626
358,0.40148671142756037,185.88,338.1024,-6.318
359,0.6738755724404429,94.031,298.10893,-12.811
360,0.0,76.013,170.84036,-9.448
361,0.0,133.553,215.37914,-10.398
362,0.5902527150384457,202.233,213.49832,-5.537
363,0.4287022625232594,133.405,351.08526,-7.513
364,0.0,116.819,658.02404,-17.16
365,0.0,127.887,474.61832,-9.788
366,0.3347065490692206,124.872,305.89342,-4.053
367,0.0,136.948,301.92281,-3.159
368,0.0,169.878,135.52281,-13.781
369,0.0,100.621,179.9571,-10.968
370,0.0,101.01,269.76608,-6.996
371,0.0,157.779,166.16444,-14.014
372,0.2707759989463275,91.483,221.67465,-2.838
373,0.0,99.109,212.94975,-15.046
374,0.34092275586437804,76.296,261.74649,-15.008
375,0.0,92.672,307.33016,-8.916
376,0.26586104921065007,116.984,225.67138,-6.908
377,0.0,139.07,296.14975,-9.371
378,0.0,98.983,203.67628,-5.234
379,0.0,123.695,56.42404,-2.704
380,0.0,97.151,230.86975,-3.325
381,0.0,91.459,134.03383,-8.933
382,0.0,116.11,212.61016,-8.548
383,0.0,85.282,188.39465,-18.397
384,0.0,140.872,152.99873,-7.812
385,0.0,144.003,233.03791,-8.499
386,0.0,120.001,149.99465,-5.165
387,0.0,168.558,152.0322,-10.274
388,0.0,146.061,200.48934,-12.708
389,0.30416950343527516,174.019,193.64526,-5.797
390,0.0,85.691,158.82404,-22.35
391,0.0,92.606,173.68771,-7.113
392,0.0,163.97,269.40036,-7.467
393,0.0,97.619,176.90077,-18.724
394,0.5287824809425877,183.808,196.72771,-5.386
395,0.42512465831305757,92.044,281.46893,-4.583
396,0.5249690553238349,126.806,224.20853,-5.893
397,0.0,108.912,170.31791,-17.805
398,0.2555198043725864,160.731,361.53424,-4.228
399,0.0,104.307,182.04689,-7.693
400,0.0,203.964,367.43791,-6.622
401,0.0,131.683,175.90812,-19.263
402,0.0,188.924,215.53587,-2.315
403,0.0,126.342,234.70975,-8.299
404,0.52549711888017,112.097,340.11383,-12.752
405,0.5033812362063191,125.147,280.13669,-13.078
406,0.0,87.634,170.52689,-10.231
407,0.0,128.689,212.71465,-11.26
408,0.573019827988094,140.026,277.2371,-3.573
409,0.0,147.576,120.92036,-25.146
410,0.6392484891503506,193.56,492.30322,-12.091
411,0.0,122.006,260.8322,-8.576
412,0.0,190.01,203.96363,-6.832
413,0.26695518627553855,111.663,309.65506,-13.481
414,0.2998774882739778,100.76,81.97179,-6.746
415,0.0,163.67,757.99465,-16.077
416,0.0,127.298,196.49261,-10.324
417,0.0,95.633,352.57424,-13.456
418,0.0,160.011,221.83138,-12.084
419,0.0,38.233,11.59791,-19.461
420,0.40790171721807383,98.151,281.88689,-6.608
421,0.0,91.198,256.10404,-7.758
422,0.0,75.467,345.23383,-8.832
423,0.0,103.29,122.69669,-7.458
424,0.0,65.054,338.36363,-14.952
425,0.2259402731643149,161.796,256.62649,-12.102
426,0.0,115.258,182.72608,-15.598
427,0.0,230.992,197.17179,-12.01
428,0.6603443825872879,179.988,291.02975,-4.507
429,0.24994454633133426,90.008,293.27628,-5.568
430,0.5786581877569713,95.816,334.78485,-9.636
431,0.0,100.612,215.82322,-9.559
432,0.5423075261686486,80.41,237.42649,-4.621
433,0.716321271238986,150.086,271.5424,-3.536
434,0.0,191.929,207.51628,-5.786
435,0.24762576384321291,173.936,269.87057,-8.089
436,0.6224351372915203,117.984,266.73587,-7.834
437,0.21204540548371908,153.551,312.76363,-3.319
438,0.6603697057715096,131.079,172.19873,-4.806
439,0.476248227291196,132.973,288.36526,-10.895
440,0.0,97.03,191.13751,-10.862
441,0.0,88.137,280.45016,-9.513
442,0.0,133.383,359.73179,-7.301
443,0.7847122657964972,142.68,180.97587,-3.637
444,0.45193455272289035,107.185,217.41669,-7.041
445,0.37598430150044215,101.485,150.20363,-11.927
446,0.4454545254934259,90.636,204.93016,-4.941
447,0.0,61.487,515.97016,-13.103
448,0.0,152.434,177.57995,-13.134
449,0.23957751093749546,121.232,257.59302,-9.224
450,0.0,105.268,182.15138,-20.842
451,0.0,95.655,102.03383,-5.653
452,0.40003965695463956,229.913,251.81995,-8.654
453,0.2884816426560289,75.127,59.89832,-27.806
454,0.6971815422849269,106.769,261.90322,-6.206
455,0.37598430150044215,120.876,365.71383,-14.979
456,0.0,123.657,216.42404,-10.45
457,0.23784594307140036,144.954,101.14567,-4.179
458,0.4922998611335412,147.661,222.11873,-8.471
459,0.0,84.224,203.36281,-14.688
460,0.1927269163448934,172.287,281.75628,-6.816
461,0.0,167.902,200.51546,-6.609
462,0.0,74.046,469.68118,-14.217
463,0.23979456027401197,100.15,113.60608,-11.661
464,0.0,85.771,136.95955,-3.806
465,0.0,210.898,133.19791,-23.685
466,0.6030301447935913,140.259,195.36934,-6.481
467,0.0,133.398,202.94485,-18.863
468,0.24152448241652583,91.538,193.72363,-9.131
469,0.0,114.73,466.65098,-7.714
470,0.0,106.438,388.51873,-5.68
471,0.21508031850922793,111.936,261.53751,-6.825
472,0.4574471670851005,93.015,262.55628,-7.499
473,0.0,101.662,205.42649,-10.225
474,0.0,179.502,263.6273,-7.711
475,0.4994458348006321,70.649,1030.19057,-18.91
476,0.0,85.878,183.43138,-9.718
477,0.0,155.896,217.39057,-8.942
478,0.5114243256864599,163.567,293.92934,-9.464
479,0.0,121.553,332.7473,-3.47
480,0.39200877147130697,81.586,159.29424,-10.453
481,0.0,150.066,187.6371,-7.188
482,0.0,105.927,181.49832,-10.269
483,0.0,88.001,169.56036,-4.969
484,0.0,27.163,145.68444,-16.051
485,0.4050520032178189,113.058,223.89506,-9.899
486,0.0,86.997,186.90567,-22.825
487,0.5692756506754788,86.62,174.81098,-3.235
488,0.5654510121736983,100.051,307.56526,-5.959
489,0.0,205.333,165.22404,-13.777
490,0.26586104921065007,179.575,216.86812,-13.774
491,0.0,134.051,304.06485,-7.114
492,0.6538155609750993,160.009,146.59873,-7.249
493,0.319565986882865,87.976,273.65832,-3.865
494,0.0,125.003,245.49832,-6.503
495,0.0,158.321,320.91383,-13.462
496,0.26586104921065007,132.858,321.33179,-9.846
497,0.0,95.503,178.12853,-6.014
498,0.0,96.007,194.45506,-6.181
499,0.34580223396532944,99.487,203.75465,-14.816
500,0.0,200.169,722.20689,-6.435
501,0.0,124.194,358.71302,-20.284
502,0.0,109.702,149.49832,-15.148
503,0.0,122.113,132.25751,-11.97
504,0.0,117.671,140.64281,-9.996
505,0.0,179.264,152.13669,-17.611
506,0.0,103.936,264.51546,-7.401
507,0.0,107.536,206.68036,-22.271
508,0.7011242862199815,115.066,148.1922,-19.976
509,0.3347065490692206,91.191,230.3473,-8.734
510,0.0,100.011,443.55873,-12.552
511,0.4081108835105221,125.916,286.32771,-9.903
512,0.0,85.311,156.94322,-9.186
513,0.6741647464524099,200.716,225.12281,-7.315
514,0.0,182.168,329.58649,-7.951
515,0.0,138.048,349.83138,-6.26
516,0.0,79.734,287.03302,-26.626
517,0.0,87.453,151.27465,-3.951
518,0.5382004517463866,125.086,250.3571,-5.766
519,0.0,135.072,243.25179,-6.883
520,0.0,93.425,232.85506,-8.72
521,0.4051157216913865,150.013,254.56281,-5.208
522,0.26586104921065007,66.988,190.48444,-11.549
523,0.0,80.315,107.49342,-10.918
524,0.2603382425674305,126.533,251.37587,-10.85
525,0.0,141.116,190.74567,-10.881
526,0.0,152.194,409.05098,-9.469
527,0.590240597582417,115.033,234.55302,-6.931
528,0.3347065490692206,178.725,123.71546,-12.677
529,0.3016817567316363,154.172,504.05832,-10.586
530,0.0,150.867,147.77424,-12.389
531,0.5355752222974167,94.554,269.7922,-10.483
532,0.2884816426560289,196.188,199.13098,-4.314
533,0.0,101.621,184.73751,-20.846
534,0.0,144.073,259.34322,-9.393
535,0.6756968072898051,90.027,362.31791,-6.762
536,0.0,67.745,274.80771,-10.72
537,0.0,210.982,50.83383,-6.084
538,0.43790988872736875,101.08,340.79302,-5.66
539,0.0,128.022,229.25016,-16.113
540,0.9977583963402685,92.98,231.18322,-9.647
541,0.0,126.938,332.01587,-3.017
542,0.4507622416414992,80.484,352.67873,-6.282
543,0.0,127.0,327.88853,-5.703
544,0.0,100.032,345.75628,-7.743
545,0.0,124.788,214.38649,-10.275
546,0.34580223396532944,143.291,81.50159,-14.891
547,0.8244328688683497,107.845,256.522,-3.91
548,0.0,90.18,163.52608,-13.876
549,0.0,100.342,248.92036,-9.586
550,0.52549711888017,137.534,289.54077,-7.719
551,0.0,179.13,148.06159,-14.934
552,0.0,104.984,180.50567,-4.44
553,0.6469957469238893,97.02,280.45016,-6.876
554,0.7421853190586772,176.066,270.52363,-7.803
555,0.6040881780778032,185.094,265.22077,-2.542
556,0.45404276609111616,86.571,51.61751,-5.728
557,0.0,140.033,514.7424,-8.135
558,0.5692756506754788,197.458,281.41669,-5.799
559,0.0,102.731,260.46649,-11.937
560,0.8502829016058919,142.116,246.96118,-6.033
561,0.8010141414706841,167.486,252.3424,-3.028
562,0.0,124.604,234.52689,-13.992
563,0.22701669673748312,117.329,273.55383,-6.464
564,0.0,208.416,229.09342,-8.226
565,0.42744657148843085,105.535,331.07546,-15.624
566,0.0,159.959,195.49995,-7.461
567,0.6825746483304002,88.02,256.02567,-5.648
568,0.5351060248978569,127.745,254.01424,-7.199
569,0.0,88.973,380.44689,-3.584
570,0.0,132.892,247.66649,-5.963
571,0.0,89.966,190.56281,-10.548
572,0.0,97.362,266.762,-7.381
573,0.0,120.712,166.922,-7.0
574,0.19858671590744398,63.007,182.20363,-11.415
575,0.0,104.823,188.70812,-16.357
576,0.0,157.869,342.83057,-8.132
577,0.0,91.704,141.19138,-9.56
578,0.714329037027886,97.148,240.43057,-4.714
579,0.0,144.71,233.45587,-16.263
580,0.0,150.056,199.20934,-9.699
581,0.4436950610126912,95.973,333.24363,-4.141
582,0.41967427880955327,151.5,194.35057,-13.047
583,0.0,79.823,228.04853,-4.541
584,0.5033812362063191,111.903,298.37016,-6.311
585,0.0,135.955,223.76444,-10.3
586,0.5493423317879715,141.334,359.6273,-10.609
587,0.42744657148843085,86.665,247.7971,-12.649
588,0.21204540548371908,70.331,221.12608,-21.978
589,0.0,130.032,389.642,-10.976
590,0.6382979064233827,167.909,234.52689,-6.022
591,0.2574160464772813,117.454,227.05587,-14.489
592,0.0,86.199,130.16771,-8.521
593,0.39200877147130697,121.773,290.97751,-15.546
594,0.3005928806392878,140.984,229.8771,-8.952
595,0.0,143.679,195.13424,-7.329
596,0.338886720010706,126.14,181.02812,-6.446
597,0.0,137.941,193.35791,-10.844
598,0.3231121208952123,146.894,44.64281,-16.504
599,0.5466354885721183,102.756,324.85832,-10.086
600,0.2707759989463275,147.679,183.30077,-8.579
601,0.7714717530566267,145.917,286.27546,-7.74
602,0.0,131.968,301.71383,-6.366
603,0.6420910376375009,64.006,298.13506,-4.683
604,0.0,105.671,207.56853,-9.01
605,0.0,163.385,107.7024,-19.157
606,0.0,94.888,254.32771,-12.22
607,0.0,135.914,230.63465,-5.953
608,0.48023874797942395,120.703,124.94322,-7.31
609,0.0,117.295,264.61995,-8.224
610,0.0,94.105,147.69587,-12.437
611,0.21508031850922793,95.111,326.42567,-24.83
612,0.0,100.893,225.04444,-23.15
613,0.0,113.082,174.34077,-10.362
614,0.26586104921065007,125.995,357.85098,-8.525
615,0.0,145.949,235.17995,-7.7
616,0.0,152.461,271.12444,-6.051
617,0.5090399144783007,140.13,233.76934,-5.779
618,0.0,108.914,200.202,-11.236
619,0.6923299273961755,113.326,201.87383,-4.998
620,0.33207098227937304,89.927,208.90077,-10.196
621,0.542965637572374,121.981,227.36934,-8.521
622,0.21204540548371908,90.177,180.00934,-13.512
623,0.0,95.179,245.39383,-20.193
624,0.38293509007501925,74.82,121.70404,-12.298
625,0.21031681680553188,100.145,235.91138,-10.203
626,0.3347065490692206,129.318,235.41506,-5.492
627,0.0,105.29,159.55546,-9.848
628,0.5506471533741789,176.153,219.19302,-7.736
629,0.4890382091726831,84.064,282.69669,-12.714
630,0.0,112.071,148.00934,-13.607
631,0.3277366831778408,108.917,107.57179,-9.883
